seder,masechta,perek_num,perek_id,eman_done,eman_date,yehuda_done,yehuda_date,eman_mishnayos,yehuda_mishnayos
Zeraim,Kilayim,6,Zeraim.Kilayim.6,FALSE,,FALSE,,,
Zeraim,Kilayim,7,Zeraim.Kilayim.7,FALSE,,FALSE,,,
Zeraim,Kilayim,8,Zeraim.Kilayim.8,FALSE,,FALSE,,,
Zeraim,Kilayim,9,Zeraim.Kilayim.9,FALSE,,FALSE,,,
Zeraim,Sheviis,1,Zeraim.Sheviis.1,FALSE,,FALSE,,,
Zeraim,Sheviis,2,Zeraim.Sheviis.2,FALSE,,FALSE,,,
Zeraim,Sheviis,3,Zeraim.Sheviis.3,FALSE,,FALSE,,,
Zeraim,Sheviis,4,Zeraim.Sheviis.4,FALSE,,FALSE,,,
Zeraim,Sheviis,5,Zeraim.Sheviis.5,FALSE,,FALSE,,,
Zeraim,Sheviis,6,Zeraim.Sheviis.6,FALSE,,FALSE,,,
Zeraim,Sheviis,7,Zeraim.Sheviis.7,FALSE,,FALSE,,,
Zeraim,Sheviis,8,Zeraim.Sheviis.8,FALSE,,FALSE,,,
Zeraim,Sheviis,9,Zeraim.Sheviis.9,FALSE,,FALSE,,,
Zeraim,Sheviis,10,Zeraim.Sheviis.10,FALSE,,FALSE,,,
Zeraim,Terumos,1,Zeraim.Terumos.1,FALSE,,FALSE,,,
Zeraim,Terumos,2,Zeraim.Terumos.2,FALSE,,FALSE,,,
Zeraim,Terumos,3,Zeraim.Terumos.3,FALSE,,FALSE,,,
Zeraim,Terumos,4,Zeraim.Terumos.4,FALSE,,FALSE,,,
Zeraim,Terumos,5,Zeraim.Terumos.5,FALSE,,FALSE,,,
Zeraim,Terumos,6,Zeraim.Terumos.6,FALSE,,FALSE,,,
Zeraim,Terumos,7,Zeraim.Terumos.7,FALSE,,FALSE,,,
Zeraim,Terumos,8,Zeraim.Terumos.8,FALSE,,FALSE,,,
Zeraim,Terumos,9,Zeraim.Terumos.9,FALSE,,FALSE,,,
Zeraim,Terumos,10,Zeraim.Terumos.10,FALSE,,FALSE,,,
Zeraim,Terumos,11,Zeraim.Terumos.11,FALSE,,FALSE,,,
Zeraim,Maasros,1,Zeraim.Maasros.1,FALSE,,FALSE,,,
Zeraim,Maasros,2,Zeraim.Maasros.2,FALSE,,FALSE,,,
Zeraim,Maasros,3,Zeraim.Maasros.3,FALSE,,FALSE,,,
Zeraim,Maasros,4,Zeraim.Maasros.4,FALSE,,FALSE,,,
Zeraim,Maasros,5,Zeraim.Maasros.5,FALSE,,FALSE,,,
Zeraim,Maaser Sheni,1,Zeraim.Maaser Sheni.1,FALSE,,FALSE,,,
Zeraim,Maaser Sheni,2,Zeraim.Maaser Sheni.2,FALSE,,FALSE,,,
Zeraim,Maaser Sheni,3,Zeraim.Maaser Sheni.3,FALSE,,FALSE,,,
Zeraim,Maaser Sheni,4,Zeraim.Maaser Sheni.4,FALSE,,FALSE,,,
Zeraim,Maaser Sheni,5,Zeraim.Maaser Sheni.5,FALSE,,FALSE,,,
Zeraim,Challah,1,Zeraim.Challah.1,FALSE,,FALSE,,,
Zeraim,Challah,2,Zeraim.Challah.2,FALSE,,FALSE,,,
Zeraim,Challah,3,Zeraim.Challah.3,FALSE,,FALSE,,,
Zeraim,Challah,4,Zeraim.Challah.4,FALSE,,FALSE,,,
Zeraim,Orlah,1,Zeraim.Orlah.1,FALSE,,FALSE,,,
Zeraim,Orlah,2,Zeraim.Orlah.2,FALSE,,FALSE,,,
Zeraim,Orlah,3,Zeraim.Orlah.3,FALSE,,FALSE,,,
Zeraim,Bikkurim,1,Zeraim.Bikkurim.1,FALSE,,FALSE,,,
Zeraim,Bikkurim,2,Zeraim.Bikkurim.2,FALSE,,FALSE,,,
Zeraim,Bikkurim,3,Zeraim.Bikkurim.3,FALSE,,FALSE,,,
Zeraim,Bikkurim,4,Zeraim.Bikkurim.4,FALSE,,FALSE,,,
Moed,Shabbos,1,Moed.Shabbos.1,FALSE,,FALSE,,,
Moed,Shabbos,2,Moed.Shabbos.2,FALSE,,FALSE,,,
Moed,Shabbos,3,Moed.Shabbos.3,FALSE,,FALSE,,,
Moed,Shabbos,4,Moed.Shabbos.4,FALSE,,FALSE,,,
Moed,Shabbos,5,Moed.Shabbos.5,FALSE,,FALSE,,,
Moed,Shabbos,6,Moed.Shabbos.6,FALSE,,FALSE,,,
Moed,Shabbos,7,Moed.Shabbos.7,FALSE,,FALSE,,,
Moed,Shabbos,8,Moed.Shabbos.8,FALSE,,FALSE,,,
Moed,Shabbos,9,Moed.Shabbos.9,FALSE,,FALSE,,,
Moed,Shabbos,10,Moed.Shabbos.10,FALSE,,FALSE,,,
Moed,Shabbos,11,Moed.Shabbos.11,FALSE,,FALSE,,,
Moed,Shabbos,12,Moed.Shabbos.12,FALSE,,FALSE,,,
Moed,Shabbos,13,Moed.Shabbos.13,FALSE,,FALSE,,,
Moed,Shabbos,14,Moed.Shabbos.14,FALSE,,FALSE,,,
Moed,Shabbos,15,Moed.Shabbos.15,FALSE,,FALSE,,,
Moed,Shabbos,16,Moed.Shabbos.16,FALSE,,FALSE,,,
Moed,Shabbos,17,Moed.Shabbos.17,FALSE,,FALSE,,,
Moed,Shabbos,18,Moed.Shabbos.18,FALSE,,FALSE,,,
Moed,Shabbos,19,Moed.Shabbos.19,FALSE,,FALSE,,,
Moed,Shabbos,20,Moed.Shabbos.20,FALSE,,FALSE,,,
Moed,Shabbos,21,Moed.Shabbos.21,FALSE,,FALSE,,,
Moed,Shabbos,22,Moed.Shabbos.22,FALSE,,FALSE,,,
Moed,Shabbos,23,Moed.Shabbos.23,FALSE,,FALSE,,,
Moed,Shabbos,24,Moed.Shabbos.24,FALSE,,FALSE,,,
Moed,Eruvin,1,Moed.Eruvin.1,FALSE,,FALSE,,,
Moed,Eruvin,2,Moed.Eruvin.2,FALSE,,FALSE,,,
Moed,Eruvin,3,Moed.Eruvin.3,FALSE,,FALSE,,,
Moed,Eruvin,4,Moed.Eruvin.4,FALSE,,FALSE,,,
Moed,Eruvin,5,Moed.Eruvin.5,FALSE,,FALSE,,,
Moed,Eruvin,6,Moed.Eruvin.6,FALSE,,FALSE,,,
Moed,Eruvin,7,Moed.Eruvin.7,FALSE,,FALSE,,,
Moed,Eruvin,8,Moed.Eruvin.8,FALSE,,FALSE,,,
Moed,Eruvin,9,Moed.Eruvin.9,FALSE,,FALSE,,,
Moed,Eruvin,10,Moed.Eruvin.10,FALSE,,FALSE,,,
Moed,Pesachim,1,Moed.Pesachim.1,TRUE,,FALSE,,,
Moed,Pesachim,2,Moed.Pesachim.2,TRUE,,FALSE,,,
Moed,Pesachim,3,Moed.Pesachim.3,TRUE,,FALSE,,,
Moed,Pesachim,4,Moed.Pesachim.4,TRUE,,FALSE,,,
Moed,Pesachim,5,Moed.Pesachim.5,TRUE,,FALSE,,,
Moed,Pesachim,6,Moed.Pesachim.6,TRUE,,FALSE,,,
Moed,Pesachim,7,Moed.Pesachim.7,TRUE,,FALSE,,,
Moed,Pesachim,8,Moed.Pesachim.8,TRUE,,FALSE,,,
Moed,Pesachim,9,Moed.Pesachim.9,TRUE,,FALSE,,,
Moed,Pesachim,10,Moed.Pesachim.10,TRUE,,FALSE,,,
Moed,Shekalim,1,Moed.Shekalim.1,FALSE,,FALSE,,,
Moed,Shekalim,2,Moed.Shekalim.2,FALSE,,FALSE,,,
Moed,Shekalim,3,Moed.Shekalim.3,FALSE,,FALSE,,,
Moed,Shekalim,4,Moed.Shekalim.4,FALSE,,FALSE,,,
Moed,Shekalim,5,Moed.Shekalim.5,FALSE,,FALSE,,,
Moed,Shekalim,6,Moed.Shekalim.6,FALSE,,FALSE,,,
Moed,Shekalim,7,Moed.Shekalim.7,FALSE,,FALSE,,,
Moed,Shekalim,8,Moed.Shekalim.8,FALSE,,FALSE,,,
Moed,Yoma,1,Moed.Yoma.1,FALSE,,FALSE,,,
Moed,Yoma,2,Moed.Yoma.2,FALSE,,FALSE,,,
Moed,Yoma,3,Moed.Yoma.3,FALSE,,FALSE,,,
Moed,Yoma,4,Moed.Yoma.4,FALSE,,FALSE,,,
Moed,Yoma,5,Moed.Yoma.5,FALSE,,FALSE,,,
Moed,Yoma,6,Moed.Yoma.6,FALSE,,FALSE,,,
Moed,Yoma,7,Moed.Yoma.7,FALSE,,FALSE,,,
Moed,Yoma,8,Moed.Yoma.8,FALSE,,FALSE,,,
Moed,Sukkah,1,Moed.Sukkah.1,TRUE,,FALSE,,,
Moed,Sukkah,2,Moed.Sukkah.2,TRUE,,FALSE,,,
Moed,Sukkah,3,Moed.Sukkah.3,TRUE,,FALSE,,,
Moed,Sukkah,4,Moed.Sukkah.4,TRUE,,FALSE,,,
Moed,Sukkah,5,Moed.Sukkah.5,TRUE,,FALSE,,,
Moed,Beitzah,1,Moed.Beitzah.1,FALSE,,FALSE,,,
Moed,Beitzah,2,Moed.Beitzah.2,FALSE,,FALSE,,,
Moed,Beitzah,3,Moed.Beitzah.3,FALSE,,FALSE,,,
Moed,Beitzah,4,Moed.Beitzah.4,FALSE,,FALSE,,,
Moed,Beitzah,5,Moed.Beitzah.5,FALSE,,FALSE,,,
Moed,Rosh Hashanah,1,Moed.Rosh Hashanah.1,FALSE,,FALSE,,,
Moed,Rosh Hashanah,2,Moed.Rosh Hashanah.2,FALSE,,FALSE,,,
Moed,Rosh Hashanah,3,Moed.Rosh Hashanah.3,FALSE,,FALSE,,,
Moed,Rosh Hashanah,4,Moed.Rosh Hashanah.4,FALSE,,FALSE,,,
Moed,Taanis,1,Moed.Taanis.1,FALSE,,FALSE,,,
Moed,Taanis,2,Moed.Taanis.2,FALSE,,FALSE,,,
Moed,Taanis,3,Moed.Taanis.3,FALSE,,FALSE,,,
Moed,Taanis,4,Moed.Taanis.4,FALSE,,FALSE,,,
Moed,Megillah,1,Moed.Megillah.1,FALSE,,FALSE,,,
Moed,Megillah,2,Moed.Megillah.2,FALSE,,FALSE,,,
Moed,Megillah,3,Moed.Megillah.3,FALSE,,FALSE,,,
Moed,Megillah,4,Moed.Megillah.4,FALSE,,FALSE,,,
Moed,Moed Katan,1,Moed.Moed Katan.1,FALSE,,FALSE,,,
Moed,Moed Katan,2,Moed.Moed Katan.2,FALSE,,FALSE,,,
Moed,Moed Katan,3,Moed.Moed Katan.3,FALSE,,FALSE,,,
Moed,Chagigah,1,Moed.Chagigah.1,FALSE,,FALSE,,,
Moed,Chagigah,2,Moed.Chagigah.2,FALSE,,FALSE,,,
Moed,Chagigah,3,Moed.Chagigah.3,FALSE,,FALSE,,,
Nashim,Yevamos,1,Nashim.Yevamos.1,FALSE,,FALSE,,,
Nashim,Yevamos,2,Nashim.Yevamos.2,FALSE,,FALSE,,,
Nashim,Yevamos,3,Nashim.Yevamos.3,FALSE,,FALSE,,,
Nashim,Yevamos,4,Nashim.Yevamos.4,FALSE,,FALSE,,,
Nashim,Yevamos,5,Nashim.Yevamos.5,FALSE,,FALSE,,,
Nashim,Yevamos,6,Nashim.Yevamos.6,FALSE,,FALSE,,,
Nashim,Yevamos,7,Nashim.Yevamos.7,FALSE,,FALSE,,,
Nashim,Yevamos,8,Nashim.Yevamos.8,FALSE,,FALSE,,,
Nashim,Yevamos,9,Nashim.Yevamos.9,FALSE,,FALSE,,,
Nashim,Yevamos,10,Nashim.Yevamos.10,FALSE,,FALSE,,,
Nashim,Yevamos,11,Nashim.Yevamos.11,FALSE,,FALSE,,,
Nashim,Yevamos,12,Nashim.Yevamos.12,FALSE,,FALSE,,,
Nashim,Yevamos,13,Nashim.Yevamos.13,FALSE,,FALSE,,,
Nashim,Yevamos,14,Nashim.Yevamos.14,FALSE,,FALSE,,,
Nashim,Yevamos,15,Nashim.Yevamos.15,FALSE,,FALSE,,,
Nashim,Yevamos,16,Nashim.Yevamos.16,FALSE,,FALSE,,,
Nashim,Kesubos,1,Nashim.Kesubos.1,FALSE,,FALSE,,,
Nashim,Kesubos,2,Nashim.Kesubos.2,FALSE,,FALSE,,,
Nashim,Kesubos,3,Nashim.Kesubos.3,FALSE,,FALSE,,,
Nashim,Kesubos,4,Nashim.Kesubos.4,FALSE,,FALSE,,,
Nashim,Kesubos,5,Nashim.Kesubos.5,FALSE,,FALSE,,,
Nashim,Kesubos,6,Nashim.Kesubos.6,FALSE,,FALSE,,,
Nashim,Kesubos,7,Nashim.Kesubos.7,FALSE,,FALSE,,,
Nashim,Kesubos,8,Nashim.Kesubos.8,FALSE,,FALSE,,,
Nashim,Kesubos,9,Nashim.Kesubos.9,FALSE,,FALSE,,,
Nashim,Kesubos,10,Nashim.Kesubos.10,FALSE,,FALSE,,,
Nashim,Kesubos,11,Nashim.Kesubos.11,FALSE,,FALSE,,,
Nashim,Kesubos,12,Nashim.Kesubos.12,FALSE,,FALSE,,,
Nashim,Kesubos,13,Nashim.Kesubos.13,FALSE,,FALSE,,,
Nashim,Nedarim,1,Nashim.Nedarim.1,FALSE,,FALSE,,,
Nashim,Nedarim,2,Nashim.Nedarim.2,FALSE,,FALSE,,,
Nashim,Nedarim,3,Nashim.Nedarim.3,FALSE,,FALSE,,,
Nashim,Nedarim,4,Nashim.Nedarim.4,FALSE,,FALSE,,,
Nashim,Nedarim,5,Nashim.Nedarim.5,FALSE,,FALSE,,,
Nashim,Nedarim,6,Nashim.Nedarim.6,FALSE,,FALSE,,,
Nashim,Nedarim,7,Nashim.Nedarim.7,FALSE,,FALSE,,,
Nashim,Nedarim,8,Nashim.Nedarim.8,FALSE,,FALSE,,,
Nashim,Nedarim,9,Nashim.Nedarim.9,FALSE,,FALSE,,,
Nashim,Nedarim,10,Nashim.Nedarim.10,FALSE,,FALSE,,,
Nashim,Nedarim,11,Nashim.Nedarim.11,FALSE,,FALSE,,,
Nashim,Nazir,1,Nashim.Nazir.1,FALSE,,FALSE,,,
Nashim,Nazir,2,Nashim.Nazir.2,FALSE,,FALSE,,,
Nashim,Nazir,3,Nashim.Nazir.3,FALSE,,FALSE,,,
Nashim,Nazir,4,Nashim.Nazir.4,FALSE,,FALSE,,,
Nashim,Nazir,5,Nashim.Nazir.5,FALSE,,FALSE,,,
Nashim,Nazir,6,Nashim.Nazir.6,FALSE,,FALSE,,,
Nashim,Nazir,7,Nashim.Nazir.7,FALSE,,FALSE,,,
Nashim,Nazir,8,Nashim.Nazir.8,FALSE,,FALSE,,,
Nashim,Nazir,9,Nashim.Nazir.9,FALSE,,FALSE,,,
Nashim,Sotah,1,Nashim.Sotah.1,FALSE,,FALSE,,,
Nashim,Sotah,2,Nashim.Sotah.2,FALSE,,FALSE,,,
Nashim,Sotah,3,Nashim.Sotah.3,FALSE,,FALSE,,,
Nashim,Sotah,4,Nashim.Sotah.4,FALSE,,FALSE,,,
Nashim,Sotah,5,Nashim.Sotah.5,FALSE,,FALSE,,,
Nashim,Sotah,6,Nashim.Sotah.6,FALSE,,FALSE,,,
Nashim,Sotah,7,Nashim.Sotah.7,FALSE,,FALSE,,,
Nashim,Sotah,8,Nashim.Sotah.8,FALSE,,FALSE,,,
Nashim,Sotah,9,Nashim.Sotah.9,FALSE,,FALSE,,,
Nashim,Gittin,1,Nashim.Gittin.1,FALSE,,FALSE,,,
Nashim,Gittin,2,Nashim.Gittin.2,FALSE,,FALSE,,,
Nashim,Gittin,3,Nashim.Gittin.3,FALSE,,FALSE,,,
Nashim,Gittin,4,Nashim.Gittin.4,FALSE,,FALSE,,,
Nashim,Gittin,5,Nashim.Gittin.5,FALSE,,FALSE,,,
Nashim,Gittin,6,Nashim.Gittin.6,FALSE,,FALSE,,,
Nashim,Gittin,7,Nashim.Gittin.7,FALSE,,FALSE,,,
Nashim,Gittin,8,Nashim.Gittin.8,FALSE,,FALSE,,,
Nashim,Gittin,9,Nashim.Gittin.9,FALSE,,FALSE,,,
Nashim,Kiddushin,1,Nashim.Kiddushin.1,FALSE,,FALSE,,,
Nashim,Kiddushin,2,Nashim.Kiddushin.2,FALSE,,FALSE,,,
Nashim,Kiddushin,3,Nashim.Kiddushin.3,FALSE,,FALSE,,,
Nashim,Kiddushin,4,Nashim.Kiddushin.4,FALSE,,FALSE,,,
Nezikin,Bava Kamma,1,Nezikin.Bava Kamma.1,FALSE,,FALSE,,,
Nezikin,Bava Kamma,2,Nezikin.Bava Kamma.2,FALSE,,FALSE,,,
Nezikin,Bava Kamma,3,Nezikin.Bava Kamma.3,FALSE,,FALSE,,,
Nezikin,Bava Kamma,4,Nezikin.Bava Kamma.4,FALSE,,FALSE,,,
Nezikin,Bava Kamma,5,Nezikin.Bava Kamma.5,FALSE,,FALSE,,,
Nezikin,Bava Kamma,6,Nezikin.Bava Kamma.6,FALSE,,FALSE,,,
Nezikin,Bava Kamma,7,Nezikin.Bava Kamma.7,FALSE,,FALSE,,,
Nezikin,Bava Kamma,8,Nezikin.Bava Kamma.8,FALSE,,FALSE,,,
Nezikin,Bava Kamma,9,Nezikin.Bava Kamma.9,FALSE,,FALSE,,,
Nezikin,Bava Kamma,10,Nezikin.Bava Kamma.10,FALSE,,FALSE,,,
Nezikin,Bava Metzia,1,Nezikin.Bava Metzia.1,FALSE,,FALSE,,,
Nezikin,Bava Metzia,2,Nezikin.Bava Metzia.2,FALSE,,FALSE,,,
Nezikin,Bava Metzia,3,Nezikin.Bava Metzia.3,FALSE,,FALSE,,,
Nezikin,Bava Metzia,4,Nezikin.Bava Metzia.4,FALSE,,FALSE,,,
Nezikin,Bava Metzia,5,Nezikin.Bava Metzia.5,FALSE,,FALSE,,,
Nezikin,Bava Metzia,6,Nezikin.Bava Metzia.6,FALSE,,FALSE,,,
Nezikin,Bava Metzia,7,Nezikin.Bava Metzia.7,FALSE,,FALSE,,,
Nezikin,Bava Metzia,8,Nezikin.Bava Metzia.8,FALSE,,FALSE,,,
Nezikin,Bava Metzia,9,Nezikin.Bava Metzia.9,FALSE,,FALSE,,,
Nezikin,Bava Metzia,10,Nezikin.Bava Metzia.10,FALSE,,FALSE,,,
Nezikin,Bava Basra,1,Nezikin.Bava Basra.1,FALSE,,FALSE,,,
Nezikin,Bava Basra,2,Nezikin.Bava Basra.2,FALSE,,FALSE,,,
Nezikin,Bava Basra,3,Nezikin.Bava Basra.3,FALSE,,FALSE,,,
Nezikin,Bava Basra,4,Nezikin.Bava Basra.4,FALSE,,FALSE,,,
Nezikin,Bava Basra,5,Nezikin.Bava Basra.5,FALSE,,FALSE,,,
Nezikin,Bava Basra,6,Nezikin.Bava Basra.6,FALSE,,FALSE,,,
Nezikin,Bava Basra,7,Nezikin.Bava Basra.7,FALSE,,FALSE,,,
Nezikin,Bava Basra,8,Nezikin.Bava Basra.8,FALSE,,FALSE,,,
Nezikin,Bava Basra,9,Nezikin.Bava Basra.9,FALSE,,FALSE,,,
Nezikin,Bava Basra,10,Nezikin.Bava Basra.10,FALSE,,FALSE,,,
Nezikin,Sanhedrin,1,Nezikin.Sanhedrin.1,TRUE,,FALSE,,,
Nezikin,Sanhedrin,2,Nezikin.Sanhedrin.2,TRUE,,FALSE,,,
Nezikin,Sanhedrin,3,Nezikin.Sanhedrin.3,TRUE,,FALSE,,,
Nezikin,Sanhedrin,4,Nezikin.Sanhedrin.4,TRUE,,FALSE,,,
Nezikin,Sanhedrin,5,Nezikin.Sanhedrin.5,TRUE,,FALSE,,,
Nezikin,Sanhedrin,6,Nezikin.Sanhedrin.6,TRUE,,FALSE,,,
Nezikin,Sanhedrin,7,Nezikin.Sanhedrin.7,TRUE,,FALSE,,,
Nezikin,Sanhedrin,8,Nezikin.Sanhedrin.8,TRUE,,FALSE,,,
Nezikin,Sanhedrin,9,Nezikin.Sanhedrin.9,TRUE,,FALSE,,,
Nezikin,Sanhedrin,10,Nezikin.Sanhedrin.10,TRUE,,FALSE,,,
Nezikin,Sanhedrin,11,Nezikin.Sanhedrin.11,TRUE,,FALSE,,,
Nezikin,Makkos,1,Nezikin.Makkos.1,TRUE,,FALSE,,,
Nezikin,Makkos,2,Nezikin.Makkos.2,TRUE,,FALSE,,,
Nezikin,Makkos,3,Nezikin.Makkos.3,TRUE,,FALSE,,,
Nezikin,Shevuos,1,Nezikin.Shevuos.1,FALSE,,FALSE,,,
Nezikin,Shevuos,2,Nezikin.Shevuos.2,FALSE,,FALSE,,,
Nezikin,Shevuos,3,Nezikin.Shevuos.3,FALSE,,FALSE,,,
Nezikin,Shevuos,4,Nezikin.Shevuos.4,FALSE,,FALSE,,,
Nezikin,Shevuos,5,Nezikin.Shevuos.5,FALSE,,FALSE,,,
Nezikin,Shevuos,6,Nezikin.Shevuos.6,FALSE,,FALSE,,,
Nezikin,Shevuos,7,Nezikin.Shevuos.7,FALSE,,FALSE,,,
Nezikin,Shevuos,8,Nezikin.Shevuos.8,FALSE,,FALSE,,,
Nezikin,Eduyos,1,Nezikin.Eduyos.1,FALSE,,FALSE,,,
Nezikin,Eduyos,2,Nezikin.Eduyos.2,FALSE,,FALSE,,,
Nezikin,Eduyos,3,Nezikin.Eduyos.3,FALSE,,FALSE,,,
Nezikin,Eduyos,4,Nezikin.Eduyos.4,FALSE,,FALSE,,,
Nezikin,Eduyos,5,Nezikin.Eduyos.5,FALSE,,FALSE,,,
Nezikin,Eduyos,6,Nezikin.Eduyos.6,FALSE,,FALSE,,,
Nezikin,Eduyos,7,Nezikin.Eduyos.7,FALSE,,FALSE,,,
Nezikin,Eduyos,8,Nezikin.Eduyos.8,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,1,Nezikin.Avodah Zarah.1,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,2,Nezikin.Avodah Zarah.2,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,3,Nezikin.Avodah Zarah.3,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,4,Nezikin.Avodah Zarah.4,FALSE,,FALSE,,,
Nezikin,Avodah Zarah,5,Nezikin.Avodah Zarah.5,FALSE,,FALSE,,,
Nezikin,Avos,1,Nezikin.Avos.1,TRUE,,FALSE,,,
Nezikin,Avos,2,Nezikin.Avos.2,TRUE,,FALSE,,,
Nezikin,Avos,3,Nezikin.Avos.3,TRUE,,FALSE,,,
Nezikin,Avos,4,Nezikin.Avos.4,TRUE,,FALSE,,,
Nezikin,Avos,5,Nezikin.Avos.5,TRUE,,FALSE,,,
Nezikin,Avos,6,Nezikin.Avos.6,TRUE,,FALSE,,,
Nezikin,Horayos,1,Nezikin.Horayos.1,FALSE,,FALSE,,,
Nezikin,Horayos,2,Nezikin.Horayos.2,FALSE,,FALSE,,,
Nezikin,Horayos,3,Nezikin.Horayos.3,FALSE,,FALSE,,,
Kodashim,Zevachim,1,Kodashim.Zevachim.1,FALSE,,FALSE,,,
Kodashim,Zevachim,2,Kodashim.Zevachim.2,FALSE,,FALSE,,,
Kodashim,Zevachim,3,Kodashim.Zevachim.3,FALSE,,FALSE,,,
Kodashim,Zevachim,4,Kodashim.Zevachim.4,FALSE,,FALSE,,,
Kodashim,Zevachim,5,Kodashim.Zevachim.5,FALSE,,FALSE,,,
Kodashim,Zevachim,6,Kodashim.Zevachim.6,FALSE,,FALSE,,,
Kodashim,Zevachim,7,Kodashim.Zevachim.7,FALSE,,FALSE,,,
Kodashim,Zevachim,8,Kodashim.Zevachim.8,FALSE,,FALSE,,,
Kodashim,Zevachim,9,Kodashim.Zevachim.9,FALSE,,FALSE,,,
Kodashim,Zevachim,10,Kodashim.Zevachim.10,FALSE,,FALSE,,,
Kodashim,Zevachim,11,Kodashim.Zevachim.11,FALSE,,FALSE,,,
Kodashim,Zevachim,12,Kodashim.Zevachim.12,FALSE,,FALSE,,,
Kodashim,Zevachim,13,Kodashim.Zevachim.13,FALSE,,FALSE,,,
Kodashim,Zevachim,14,Kodashim.Zevachim.14,FALSE,,FALSE,,,
Kodashim,Menachos,1,Kodashim.Menachos.1,FALSE,,FALSE,,,
Kodashim,Menachos,2,Kodashim.Menachos.2,FALSE,,FALSE,,,
Kodashim,Menachos,3,Kodashim.Menachos.3,FALSE,,FALSE,,,
Kodashim,Menachos,4,Kodashim.Menachos.4,FALSE,,FALSE,,,
Kodashim,Menachos,5,Kodashim.Menachos.5,FALSE,,FALSE,,,
Kodashim,Menachos,6,Kodashim.Menachos.6,FALSE,,FALSE,,,
Kodashim,Menachos,7,Kodashim.Menachos.7,FALSE,,FALSE,,,
Kodashim,Menachos,8,Kodashim.Menachos.8,FALSE,,FALSE,,,
Kodashim,Menachos,9,Kodashim.Menachos.9,FALSE,,FALSE,,,
Kodashim,Menachos,10,Kodashim.Menachos.10,FALSE,,FALSE,,,
Kodashim,Menachos,11,Kodashim.Menachos.11,FALSE,,FALSE,,,
Kodashim,Menachos,12,Kodashim.Menachos.12,FALSE,,FALSE,,,
Kodashim,Menachos,13,Kodashim.Menachos.13,FALSE,,FALSE,,,
Kodashim,Chullin,1,Kodashim.Chullin.1,FALSE,,FALSE,,,
Kodashim,Chullin,2,Kodashim.Chullin.2,FALSE,,FALSE,,,
Kodashim,Chullin,3,Kodashim.Chullin.3,FALSE,,FALSE,,,
Kodashim,Chullin,4,Kodashim.Chullin.4,FALSE,,FALSE,,,
Kodashim,Chullin,5,Kodashim.Chullin.5,FALSE,,FALSE,,,
Kodashim,Chullin,6,Kodashim.Chullin.6,FALSE,,FALSE,,,
Kodashim,Chullin,7,Kodashim.Chullin.7,FALSE,,FALSE,,,
Kodashim,Chullin,8,Kodashim.Chullin.8,FALSE,,FALSE,,,
